LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,NAICSTitle
142255.0,Wailuku,HI,96793,621340,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,8.0,2020-05-03T00:00:00Z,First Hawaiian Bank,HI-02,"Offices of physical, occupational and speech therapists, and audiologists"
142245.0,Honolulu,HI,96817,236118,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,8.0,2020-05-03T00:00:00Z,Bank of Hawaii,HI-01,Residential remodelers
142100.0,Lahaina,HI,96761,238910,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,10.0,2020-04-11T00:00:00Z,"American Savings Bank, FSB",HI-02,Site preparation contractors
142100.0,Aiea,HI,96701,446191,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-06T00:00:00Z,Central Pacific Bank,HI-01,"Food, health, supplement stores"
142100.0,Honolulu,HI,96813,333921,Limited Liability Company,Unanswered,Male Owned,Non-Veteran,False,8.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-01,Elevator and moving stairway manufacturing
142065.0,Honolulu,HI,96815,722511,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-12T00:00:00Z,Bank of Hawaii,HI-01,Full-service restaurants
142000.0,Holualoa,HI,96725,531390,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-02,Other activities related to real estate
142000.0,Hilo,HI,96720,441310,Corporation,Unanswered,Male Owned,Unanswered,False,13.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-02,Automotive parts and accessories stores
142000.0,Honolulu,HI,96818,621610,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,Home health care services
142000.0,Honolulu,HI,96826,813410,Professional Association,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,Civic and social organizations
142000.0,Honolulu,HI,96826,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,27.0,2020-07-04T00:00:00Z,Fountainhead SBF LLC,HI-01,Janitorial services
141950.0,Kailua Kona,HI,96745,487110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-12T00:00:00Z,Bank of Hawaii,HI-02,"Scenic and sightseeing transportation, land"
141900.0,Lahaina,HI,96761,713990,Corporation,Unanswered,Unanswered,Unanswered,False,28.0,2020-04-11T00:00:00Z,First Hawaiian Bank,HI-02,All other amusement and recreation industries
141900.0,Volcano,HI,96785,445120,Corporation,Unanswered,Unanswered,Unanswered,False,28.0,2020-04-07T00:00:00Z,First Hawaiian Bank,HI-02,Convenience stores
141900.0,Honolulu,HI,96813,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,6.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,Grantmaking foundations
141900.0,Honolulu,HI,96817,236210,Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-01,Industrial building construction
141885.0,Kailua Kona,HI,96740,424130,Limited Liability Company,White,Male Owned,Non-Veteran,False,,2020-04-11T00:00:00Z,Bank of Hawaii,HI-02,Industrial and personal service paper merchant wholesalers
141860.0,Honolulu,HI,96819,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-10T00:00:00Z,Bank of Hawaii,HI-01,Offices of real estate agents and brokers
141805.0,Hilo,HI,96720,621111,Corporation,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Offices of physicians (except mental health specialists)
141800.0,Honolulu,HI,96822,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,16.0,2020-04-10T00:00:00Z,Central Pacific Bank,HI-01,Offices of dentists
141700.0,Honolulu,HI,96819,238340,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,17.0,2020-04-15T00:00:00Z,Central Pacific Bank,HI-01,Tile and terrazzo contractors
141700.0,Lihue,HI,96766,442210,Corporation,White,Female Owned,Non-Veteran,False,9.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Floor covering stores
141700.0,Kamuela,HI,96743,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-02,Hotels (except casino hotels) and motels
141620.0,Hilo,HI,96720,313310,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,19.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Textile and fabric finishing mills
141600.0,Honolulu,HI,96819,541330,Corporation,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-01,Engineering services
141600.0,Kailua,HI,96734,541330,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-02,Engineering services
141500.0,Waipahu,HI,96797,238320,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,15.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-01,Painting and wall covering contractors
141500.0,Lihue,HI,96766,561710,Corporation,Unanswered,Unanswered,Unanswered,False,10.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-02,Exterminating and pest control services
141487.5,Honolulu,HI,96816,561622,Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-05-15T00:00:00Z,First Hawaiian Bank,HI-01,Locksmiths
141475.0,Makawao,HI,96768,713990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,20.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-02,All other amusement and recreation industries
141300.0,Kailua Kona,HI,96740,621111,Corporation,Asian,Unanswered,Unanswered,False,,2020-04-15T00:00:00Z,Central Pacific Bank,HI-02,Offices of physicians (except mental health specialists)
141300.0,Honolulu,HI,96817,238330,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,15.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-01,Flooring contractors
141300.0,Hilo,HI,96720,444220,Corporation,Unanswered,Unanswered,Unanswered,False,24.0,2020-04-30T00:00:00Z,Umpqua Bank,HI-02,"Nursery, garden, and farm supply stores"
141257.5,Honolulu,HI,96814,523930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,10.0,2020-05-02T00:00:00Z,First Hawaiian Bank,HI-01,Investment advice
141200.0,Makawao,HI,96768,712110,Corporation,Unanswered,Unanswered,Unanswered,False,22.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Museums
141107.0,Honolulu,HI,96813,236118,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,9.0,2020-05-29T00:00:00Z,Bank of Hawaii,HI-01,Residential remodelers
141100.0,Hilo,HI,96720,238210,Corporation,Unanswered,Male Owned,Veteran,False,7.0,2020-04-16T00:00:00Z,Central Pacific Bank,HI-02,Electrical and wiring contractors
141100.0,Kailua,HI,96734,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-29T00:00:00Z,First Home Bank,HI-02,"Automotive body, paint, and interior repair and maintenance"
141000.0,Honolulu,HI,96814,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-01,Offices of dentists
141000.0,Waipahu,HI,96797,621320,Corporation,Unanswered,Female Owned,Veteran,False,15.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-01,Offices of optometrists
140914.0,Haiku,HI,96708,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,8.0,2020-06-03T00:00:00Z,First Hawaiian Bank,HI-02,Drywall and insulation contractors
140900.0,Kailua,HI,96734,999990,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,25.0,2020-04-12T00:00:00Z,"American Savings Bank, FSB",HI-02,Unclassified
140900.0,Honolulu,HI,96817,624210,Corporation,Unanswered,Unanswered,Unanswered,False,13.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-01,Community food services
140800.0,Honolulu,HI,96814,523930,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-09T00:00:00Z,First Hawaiian Bank,HI-01,Investment advice
140760.0,Honolulu,HI,96819,238220,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-12T00:00:00Z,Bank of Hawaii,HI-01,Plumbing and hvac contractors
140700.0,Honolulu,HI,96813,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,13.0,2020-04-10T00:00:00Z,Central Pacific Bank,HI-01,Other grantmaking and giving services
140500.0,Honolulu,HI,96813,621391,Limited Liability Company,Unanswered,Male Owned,Non-Veteran,False,6.0,2020-04-11T00:00:00Z,Central Pacific Bank,HI-01,Offices of podiatrists
140500.0,Honolulu,HI,96814,541211,Corporation,Unanswered,Male Owned,Unanswered,False,9.0,2020-04-03T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of certified public accountants
140500.0,Honolulu,HI,96813,621340,Limited Liability Company,White,Male Owned,Non-Veteran,False,9.0,2020-04-03T00:00:00Z,"American Savings Bank, FSB",HI-01,"Offices of physical, occupational and speech therapists, and audiologists"
140500.0,Honolulu,HI,96813,541211,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,10.0,2020-04-08T00:00:00Z,First Hawaiian Bank,HI-01,Offices of certified public accountants
140425.0,Honolulu,HI,96813,442110,Corporation,Unanswered,Unanswered,Unanswered,False,16.0,2020-04-05T00:00:00Z,Bank of Hawaii,HI-01,Furniture stores
140400.0,Waimanalo,HI,96795,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,13.0,2020-04-13T00:00:00Z,"American Savings Bank, FSB",HI-02,New single-family housing construction (except for-sale builders)
140400.0,Honolulu,HI,96813,541211,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,10.0,2020-04-03T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of certified public accountants
140300.0,Honolulu,HI,96813,541511,Corporation,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-15T00:00:00Z,"American Savings Bank, FSB",HI-01,Custom computer programming services
140300.0,Honolulu,HI,96822,445299,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,84.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-01,All other specialty food stores
140300.0,Honolulu,HI,96822,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,17.0,2020-04-09T00:00:00Z,First Hawaiian Bank,HI-01,Religious organizations
140200.0,Honolulu,HI,96819,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,14.0,2020-04-11T00:00:00Z,First Hawaiian Bank,HI-01,Child and youth services
140200.0,Aiea,HI,96701,238220,Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-09T00:00:00Z,"American Savings Bank, FSB",HI-01,Plumbing and hvac contractors
140145.0,Waipahu,HI,96797,238160,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-01,Roofing contractors
140100.0,Wailuku,HI,96793,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-02,Offices of certified public accountants
140100.0,Kapolei,HI,96707,423390,Corporation,Unanswered,Male Owned,Non-Veteran,False,10.0,2020-05-01T00:00:00Z,"American Savings Bank, FSB",HI-02,Other construction material merchant wholesalers
140035.0,Honolulu,HI,96816,531120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-01,Lessors of nonresidential buildings (except miniwarehouses)
140000.0,Honolulu,HI,96814,442291,Corporation,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,Window treatment stores
140000.0,Waipahu,HI,96797,238220,Corporation,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-08T00:00:00Z,Central Pacific Bank,HI-01,Plumbing and hvac contractors
140000.0,Kaneohe,HI,96744,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,13.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-02,Offices of dentists
140000.0,Honolulu,HI,96813,722513,Corporation,Unanswered,Unanswered,Unanswered,False,25.0,2020-05-03T00:00:00Z,"Newtek Small Business Finance, Inc.",HI-01,Limited-service restaurants
139992.5,Wailuku,HI,96793,441320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-14T00:00:00Z,First Hawaiian Bank,HI-02,Tire dealers
139948.0,Wahiawa,HI,96786,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,,2020-04-14T00:00:00Z,Bank of Hawaii,HI-02,Religious organizations
139900.0,Hilo,HI,96720,221310,Corporation,Unanswered,Unanswered,Unanswered,False,16.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-02,Water supply and irrigation systems
139900.0,Kihei,HI,96753,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-02,Offices of dentists
139895.0,Hilo,HI,96720,541940,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,19.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Veterinary services
139730.0,Honolulu,HI,96814,561520,Limited Liability Company,Unanswered,Female Owned,Non-Veteran,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-01,Tour operators
139700.0,Kaneohe,HI,96744,621210,Corporation,Unanswered,Unanswered,Unanswered,False,16.0,2020-04-05T00:00:00Z,Central Pacific Bank,HI-02,Offices of dentists
139600.0,Puunene,HI,96784,481211,Corporation,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-11T00:00:00Z,1st Source Bank,HI-02,Nonscheduled chartered passenger air transportation
139500.0,Kula,HI,96790,221310,Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-09T00:00:00Z,"American Savings Bank, FSB",HI-02,Water supply and irrigation systems
139500.0,Honolulu,HI,96814,523930,Limited Liability Company,Asian,Male Owned,Unanswered,False,8.0,2020-04-03T00:00:00Z,"American Savings Bank, FSB",HI-01,Investment advice
139500.0,Haleiwa,HI,96712,621310,Corporation,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-08T00:00:00Z,First Hawaiian Bank,HI-02,Offices of chiropractors
139400.0,Honolulu,HI,96813,541330,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-01,Engineering services
139320.0,Honolulu,HI,96819,423930,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-01,Recyclable material merchant wholesalers
139300.0,Honolulu,HI,96822,238210,Subchapter S Corporation,American Indian or Alaska Native,Male Owned,Non-Veteran,False,,2020-04-15T00:00:00Z,Central Pacific Bank,HI-01,Electrical and wiring contractors
139300.0,Waialua,HI,96791,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,27.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-02,Religious organizations
139282.5,Kailua Kona,HI,96740,541940,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,12.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Veterinary services
139265.0,Honolulu,HI,96817,722513,Corporation,Unanswered,Male Owned,Non-Veteran,False,12.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,Limited-service restaurants
139200.0,Haleiwa,HI,96712,238160,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,18.0,2020-04-11T00:00:00Z,"American Savings Bank, FSB",HI-02,Roofing contractors
139200.0,Honolulu,HI,96826,711130,Corporation,Unanswered,Unanswered,Unanswered,False,97.0,2020-04-03T00:00:00Z,First Hawaiian Bank,HI-01,Musical groups and artists
139116.0,Kapaa,HI,96746,445110,Corporation,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-01T00:00:00Z,Central Pacific Bank,HI-02,Supermarkets and other grocery retailers (except convenience retailers)
139000.0,Aiea,HI,96701,621111,Limited Liability Company,Asian,Male Owned,Non-Veteran,False,12.0,2020-04-14T00:00:00Z,Hawaii National Bank,HI-01,Offices of physicians (except mental health specialists)
138910.0,Hilo,HI,96720,445110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-13T00:00:00Z,CU Hawaii FCU,HI-02,Supermarkets and other grocery retailers (except convenience retailers)
138800.0,Honolulu,HI,96814,812990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,25.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-01,All other personal services
138700.0,Honolulu,HI,96822,238350,Corporation,Unanswered,Unanswered,Unanswered,False,10.0,2020-04-15T00:00:00Z,Central Pacific Bank,HI-01,Finish carpentry contractors
138521.0,Kealakekua,HI,96750,621210,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-05-11T00:00:00Z,"T Bank, National Association",HI-02,Offices of dentists
138500.0,Kapolei,HI,96707,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,20.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Elementary and secondary schools
138300.0,Lihue,HI,96766,812320,Corporation,White,Female Owned,Non-Veteran,False,14.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-02,Drycleaning and laundry services (except coin-operated)
138300.0,Honolulu,HI,96817,722511,Limited Liability Company,Asian,Male Owned,Non-Veteran,False,32.0,2020-04-13T00:00:00Z,Central Pacific Bank,HI-01,Full-service restaurants
138262.0,Princeville,HI,96722,447110,Corporation,Unanswered,Unanswered,Unanswered,False,13.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Gasoline stations with convenience stores
138224.0,Kualapuu,HI,96757,445110,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-07-28T00:00:00Z,Bank of Hawaii,HI-02,Supermarkets and other grocery retailers (except convenience retailers)
138200.0,Lahaina,HI,96761,442210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-09T00:00:00Z,"American Savings Bank, FSB",HI-02,Floor covering stores
138200.0,Mililani,HI,96789,812112,Limited Liability Partnership,Asian,Male Owned,Unanswered,False,15.0,2020-04-10T00:00:00Z,"American Savings Bank, FSB",HI-01,Beauty salons
138200.0,Honolulu,HI,96826,722513,Corporation,Asian,Female Owned,Non-Veteran,False,30.0,2020-04-03T00:00:00Z,Hawaii National Bank,HI-01,Limited-service restaurants
138200.0,Honolulu,HI,96816,541330,Corporation,Unanswered,Unanswered,Unanswered,False,12.0,2020-04-07T00:00:00Z,First Hawaiian Bank,HI-01,Engineering services
138123.75,Kailua Kona,HI,96740,722511,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,34.0,2020-04-28T00:00:00Z,Northrim Bank,HI-02,Full-service restaurants
138100.0,Kaneohe,HI,96744,236220,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-07T00:00:00Z,First Hawaiian Bank,HI-02,Commercial and institutional building construction
138085.0,Kailua Kona,HI,96740,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-02,Full-service restaurants
138069.0,Mililani,HI,96789,111219,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,15.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-01,Other vegetable (except potato) and melon farming
